title, kind, keyword
The Hunger Games: Mockingjay - Part 2, movie, epic
The Dark Crystal, movie, epic
Logan, movie, epic
Les Misérables, movie, epic
The Golden Compass, movie, epic
Batman v Superman: Dawn of Justice, movie, epic
Dune, movie, epic
Troy, movie, epic
Once Upon a Time in America, movie, epic
Man of Steel, movie, epic
X-Men: Apocalypse, movie, epic
Gone with the Wind, movie, epic
The Blacklist (2013–), movie, espionage
Homeland (2011–), movie, espionage
Tom Clancy's Jack Ryan (2018–), movie, espionage
Archer (2009–), movie, espionage
Charlie's Angels, movie, espionage
Bond 25, movie, espionage
Mission: Impossible - Fallout, movie, espionage
Black Panther, movie, espionage
The Man in the High Castle (2015–), movie, espionage
Inception, movie, espionage
Red Sparrow, movie, espionage
Captain America: Civil War, movie, espionage
Mile 22, movie, espionage
The Departed, movie, espionage
The Americans (2013–2018)), movie, espionage
24 (2001–2010)), movie, espionage
The Fate of the Furious, movie, espionage
Captain America: The Winter Soldier, movie, espionage
Kingsman: The Secret Service, movie, espionage
Clue, movie, espionage
Furious 7, movie, espionage
Atomic Blonde, movie, espionage
Kingsman: The Golden Circle, movie, espionage
Spectre ), movie, espionage
The World Is Not Enough, movie, espionage
Mission: Impossible - Rogue Nation, movie, espionage
Transformers: Age of Extinction, movie, espionage
Mission: Impossible III, movie, espionage
The Man from U.N.C.L.E., movie, espionage
Casino Royale, movie, espionage
Zero Dark Thirty, movie, espionage
Skyfall, movie, espionage
The Night Manager (2016–), movie, espionage
Mission: Impossible - Ghost Protocol, movie, espionage
Octopussy, movie, espionage
Deep State (2018–), movie, espionage
Unlocked ), movie, espionage
American Assassin, movie, espionage
Burn Notice (2007–2013)), movie, espionage
The Wrecking Crew, movie, espionage
True Lies, movie, espionage
Foyle's War (2002–2015)), movie, espionage
Central Intelligence, movie, espionage
GoldenEye, movie, espionage
Mission: Impossible, movie, espionage
Licence to Kill, movie, espionage
Jason Bourne, movie, espionage
Spy, movie, espionage
Mission: Impossible II, movie, espionage
Quantum of Solace, movie, espionage
Upgrade, movie, experimental
Twin Peaks, movie, experimental
Stalker, movie, experimental
The Girl with All the Gifts, movie, experimental
Persona, movie, experimental
Koyaanisqatsi, movie, experimental
Touch Me Not ), movie, experimental
Happy End, movie, experimental
Open Grave, movie, experimental
The Thief and the Cobbler, movie, experimental
It's Such a Beautiful Day, movie, experimental
Versus ), movie, experimental
Ready or Not, movie, experimental
L'Age d'Or, movie, experimental
The Wayward Cloud, movie, experimental
DMT: The Spirit Molecule, movie, experimental
Rated R for Nudity, movie, experimental
A Safe Place, movie, experimental
The Devil, movie, experimental
Tropical Malady, movie, experimental
Pornographic Apathetic, movie, experimental
The Fourth Dimension, movie, experimental
"Here We Go Again\, Rubinot!", movie, experimental
The Cure for Insomnia, movie, experimental
X-15, movie, experimental
Despite the Night, movie, experimental
Meat, movie, experimental
Hansel and Gretel, movie, experimental
"You Are a Widow\, Sir", movie, experimental
Nude Study, movie, experimental
Brand Upon the Brain!, movie, experimental
"Joshua Tree\, 1951: A Portrait of James Dean", movie, experimental
Reflections of Evil, movie, experimental
Watch Movie Free Online, movie, experimental
The Odyssey, movie, experimental
Otra vida ), movie, experimental
Made Me Do It, movie, experimental
Behind the Green Door, movie, experimental
Liquid Television (1991–1994)), movie, experimental
Dead man, movie, experimental
Les escargots, movie, experimental
Xx: Where Your Heart Should Be, movie, experimental
Russian sleep experiment, movie, experimental
White Lies, movie, experimental
Asparagus, movie, experimental
Abyss ), movie, experimental
American Desert, movie, experimental
Videotape ), movie, experimental
Ménilmontant, movie, experimental
Desert Vows, movie, experimental
Black Mirror (2011–), movie, farce
The Spy Who Dumped Me, movie, farce
The Hangover, movie, farce
Baywatch, movie, farce
The Blues Brothers, movie, farce
Airplane!, movie, farce
Drop Dead Gorgeous, movie, farce
Wedding Crashers, movie, farce
Fast Times at Ridgemont High, movie, farce
Caddyshack, movie, farce
The Grand Budapest Hotel, movie, farce
Married... with Children (1987–1997)), movie, farce
Stripes, movie, farce
The IT Crowd (2006–2013)), movie, farce
Game Night ), movie, farce
Jay and Silent Bob Strike Back, movie, farce
Sixteen Candles, movie, farce
The 40-Year-Old Virgin, movie, farce
Madagascar, movie, farce
Sex Drive, movie, farce
Bad Teacher, movie, farce
There's Something About Mary, movie, farce
School of Rock, movie, farce
Death at a Funeral, movie, farce
Ace Ventura: Pet Detective, movie, farce
Days of Thunder, movie, farce
Burn After Reading, movie, farce
Some Like It Hot, movie, farce
The Pink Panther, movie, farce
Three's Company (1976–1984)), movie, farce
Major League, movie, farce
National Lampoon's Vacation, movie, farce
Mallrats, movie, farce
Tom Jones, movie, farce
"Game Over\, Man!", movie, farce
"O Brother\, Where Art Thou?", movie, farce
Masterminds ), movie, farce
Shakespeare in Love, movie, farce
Anchorman: The Legend of Ron Burgundy, movie, farce
Daddy Day Care, movie, farce
Young Frankenstein, movie, farce
Kung Fu Hustle, movie, farce
The Brothers Grimsby, movie, farce
The Birdcage, movie, farce
The House ), movie, farce
Man Up ), movie, farce
Date Night, movie, farce
The Family Stone, movie, farce
The Campaign, movie, farce
The Wedding Date, movie, farce
Avengers: Endgame, movie, flashback
The Lion King, movie, flashback
Alita: Battle Angel, movie, flashback
First Man, movie, flashback
Long Shot, movie, flashback
Crawl, movie, flashback
Yesterday ), movie, flashback
Spider-Man: Into the Spider-Verse, movie, flashback
Captain Marvel, movie, flashback
It ), movie, flashback
Super 30, movie, flashback
Arrow (2012–), movie, flashback
Inglourious Basterds, movie, flashback
Zombieland, movie, flashback
Godzilla: King of the Monsters, movie, flashback
Pulp Fiction, movie, flashback
Fantastic Beasts: The Crimes of Grindelwald, movie, flashback
Thor: Ragnarok, movie, flashback
Avengers: Infinity War, movie, flashback
Anna ), movie, flashback
A Star Is Born, movie, flashback
A Simple Favor, movie, flashback
Blade Runner 2049, movie, flashback
The Shawshank Redemption, movie, flashback
Aquaman, movie, flashback
Lost (2004–2010)), movie, flashback
The Dark Knight, movie, flashback
The Hateful Eight, movie, flashback
Once Upon a Time (2011–2018)), movie, flashback
The Good Place (2016–), movie, flashback
Interstellar, movie, flashback
Watchmen, movie, flashback
Tolkien, movie, flashback
13 Reasons Why (2017–), movie, flashback
The Irishman, movie, flashback
Django Unchained, movie, flashback
Suicide Squad, movie, flashback
Bad Times at the El Royale, movie, flashback
John Wick, movie, flashback
Reservoir Dogs, movie, flashback
The Wolf of Wall Street, movie, flashback
Dark Phoenix, movie, flashback
Deadpool 2, movie, flashback
Black Panther, movie, flashback
This Is Us (2016–), movie, flashback
Titanic, movie, flashback
Get Out ), movie, flashback
Guardians of the Galaxy, movie, flashback
Batman Begins, movie, flashback
True Blood (2008–2014)), movie, flashback
Alita: Battle Angel, movie, futuristic
Star Trek: The Next Generation (1987–1994)), movie, futuristic
Black Panther, movie, futuristic
Guardians of the Galaxy, movie, futuristic
Alien: Covenant, movie, futuristic
Solo: A Star Wars Story, movie, futuristic
Mortal Engines, movie, futuristic
Upgrade, movie, futuristic
Valerian and the City of a Thousand Planets, movie, futuristic
Star Trek Beyond, movie, futuristic
Star Trek, movie, futuristic
Minority Report, movie, futuristic
Independence Day: Resurgence, movie, futuristic
Detroit: Become Human, movie, futuristic
The Hunger Games: Mockingjay - Part 1, movie, futuristic
Prometheus ), movie, futuristic
Futurama (1999–2013)), movie, futuristic
Ghost in the Shell, movie, futuristic
Red Dwarf (1988–), movie, futuristic
Idiocracy, movie, futuristic
Star Trek Into Darkness, movie, futuristic
Pacific Rim: Uprising, movie, futuristic
Babylon 5 (1994–1998)), movie, futuristic
Allegiant, movie, futuristic
Big Hero 6, movie, futuristic
Street Fighter, movie, futuristic
The Space Between Us ), movie, futuristic
Lost in Space (1965–1968)), movie, futuristic
Origin, movie, futuristic
Lost in Space, movie, futuristic
Bicentennial Man, movie, futuristic
Invader ZIM (2001–2004)), movie, futuristic
Batman Beyond (1999–2001)), movie, futuristic
Johnny Mnemonic, movie, futuristic
Almost Human (2013–2014)), movie, futuristic
Osmosis (2019–), movie, futuristic
Taylor Swift: Bad Blood, movie, futuristic
Beyond the Black Rainbow, movie, futuristic
Astro Boy, movie, futuristic
DeepStar Six, movie, futuristic
Observer, movie, futuristic
Forbidden World, movie, futuristic
The Anomaly, movie, futuristic
Blake's 7 (1978–1981)), movie, futuristic
Cyborg 2: Glass Shadow, movie, futuristic
Dark Star, movie, futuristic
Kill Command, movie, futuristic
The Machine ), movie, futuristic
Cleopatra 2525 (2000–2001)), movie, futuristic
Trigun, movie, futuristic
Money Heist (2017–), movie, heist
Avengers: Endgame, movie, heist
The Dark Knight, movie, heist
Suicide Squad, movie, heist
Bad Times at the El Royale, movie, heist
Reservoir Dogs, movie, heist
Inception, movie, heist
Baby Driver, movie, heist
The Dark Knight Rises, movie, heist
Ocean's Eight, movie, heist
Solo: A Star Wars Story, movie, heist
Goodfellas, movie, heist
Widows, movie, heist
Heat, movie, heist
The Old Man & the Gun, movie, heist
Pirates of the Caribbean: Dead Men Tell No Tales, movie, heist
The Shape of Water, movie, heist
Snatch, movie, heist
The Fast and the Furious, movie, heist
Once Upon a Time in America, movie, heist
The Usual Suspects, movie, heist
Furious 7, movie, heist
Point Break, movie, heist
Den of Thieves, movie, heist
The Town, movie, heist
Drive ), movie, heist
Dragged Across Concrete, movie, heist
Ant-Man, movie, heist
Mission: Impossible III, movie, heist
Batman & Robin, movie, heist
Casino, movie, heist
Hell or High Water ), movie, heist
Die Hard, movie, heist
Logan Lucky, movie, heist
Fast Five, movie, heist
Now You See Me ), movie, heist
The Great Wall ), movie, heist
Ocean's Eleven, movie, heist
The Ridiculous 6, movie, heist
Good Time, movie, heist
The A-Team, movie, heist
Mission: Impossible, movie, heist
Layer Cake, movie, heist
Inside Man, movie, heist
Focus ), movie, heist
Elysium ), movie, heist
National Treasure, movie, heist
The Pink Panther, movie, heist
Now You See Me 2, movie, heist
Grand Theft Auto V, movie, heist
Avengers: Endgame, movie, hero
Aladdin, movie, hero
Spider-Man: Into the Spider-Verse, movie, hero
Vikings (2013–), movie, hero
Harriet ), movie, hero
Spider-Man: Homecoming, movie, hero
The Princess and the Frog, movie, hero
Avengers: Infinity War, movie, hero
Doctor Who (2005–), movie, hero
Blade, movie, hero
Titans ), movie, hero
The Shawshank Redemption, movie, hero
Aquaman, movie, hero
The Dark Knight, movie, hero
Watchmen, movie, hero
Bond 25, movie, hero
Dark Phoenix, movie, hero
The NeverEnding Story, movie, hero
Harry Potter and the Sorcerer's Stone, movie, hero
Black Panther, movie, hero
Power Rangers, movie, hero
Batman Begins, movie, hero
The Matrix, movie, hero
Road House, movie, hero
DC's Legends of Tomorrow (2016–), movie, hero
Robin Hood, movie, hero
Spartacus (2010–2013)), movie, hero
The Meg, movie, hero
Baywatch (1989–2001)), movie, hero
Spider-Man, movie, hero
Ready Player One, movie, hero
Blade: Trinity, movie, hero
Gladiator, movie, hero
Harry Potter and the Deathly Hallows: Part 2, movie, hero
The Dark Knight Rises, movie, hero
The Departed, movie, hero
Smallville (2001–2011)), movie, hero
Toy Story, movie, hero
Iron Man, movie, hero
It, movie, hero
Baywatch, movie, hero
Back to the Future, movie, hero
Terminator 2: Judgment Day, movie, hero
Avatar: The Last Airbender (2005–2008)), movie, hero
Teen Wolf (2011–2017)), movie, hero
Thor, movie, hero
Solo: A Star Wars Story, movie, hero
Guardians of the Galaxy Vol. 2, movie, hero
Hellboy, movie, hero
Schindler's List, movie, hero
Spider-Man: Homecoming, movie, idealism
The Dark Knight, movie, idealism
The Wolf of Wall Street, movie, idealism
Black Panther, movie, idealism
Batman Begins, movie, idealism
Dazed and Confused, movie, idealism
Terminator 2: Judgment Day, movie, idealism
Zootopia, movie, idealism
Wonder Woman, movie, idealism
Captain America: The First Avenger, movie, idealism
American Pie, movie, idealism
The Lord of the Rings: The Return of the King, movie, idealism
Hunter Killer, movie, idealism
Transformers, movie, idealism
Braveheart, movie, idealism
Dead Poets Society, movie, idealism
The Golden Girls (1985–1992)), movie, idealism
The Lord of the Rings: The Two Towers, movie, idealism
V for Vendetta, movie, idealism
King Arthur: Legend of the Sword, movie, idealism
Won't You Be My Neighbor?, movie, idealism
Superman Returns, movie, idealism
The Dreamers, movie, idealism
The Last Samurai, movie, idealism
Jerry Maguire, movie, idealism
Children of Men, movie, idealism
Easy Rider, movie, idealism
Superman, movie, idealism
Amélie, movie, idealism
Groundhog Day, movie, idealism
Gattaca, movie, idealism
Darkest Hour, movie, idealism
Crash ), movie, idealism
School of Rock, movie, idealism
Batman (1966–1968)), movie, idealism
The Magnificent Seven, movie, idealism
Insurgent, movie, idealism
Ghostbusters II, movie, idealism
Dragon Ball Z (1996–2003)), movie, idealism
Alexander, movie, idealism
Dark City, movie, idealism
Rambo, movie, idealism
RoboCop, movie, idealism
Mississippi Burning, movie, idealism
Hero, movie, idealism
The Good Shepherd, movie, idealism
Paths of Glory, movie, idealism
Mr. Deeds, movie, idealism
Serpico, movie, idealism
The Constant Gardener, movie, idealism
Stranger Things (2016–), movie, investigation
Dark (2017–), movie, investigation
Breaking Bad (2008–2013)), movie, investigation
Supernatural (2005–), movie, investigation
Pokémon Detective Pikachu, movie, investigation
Brooklyn Nine-Nine (2013–), movie, investigation
The Expanse (2015–), movie, investigation
Inglourious Basterds, movie, investigation
Law & Order: Special Victims Unit (1999–), movie, investigation
Fantastic Beasts: The Crimes of Grindelwald, movie, investigation
Star Trek: The Next Generation (1987–1994)), movie, investigation
NCIS (2003–), movie, investigation
Spider-Man: Homecoming, movie, investigation
The Blacklist (2013–), movie, investigation
Midsomer Murders (1997–), movie, investigation
Elementary (2012–), movie, investigation
Sherlock (2010–), movie, investigation
A Simple Favor, movie, investigation
Blade Runner 2049, movie, investigation
House (2004–2012)), movie, investigation
The Dark Knight, movie, investigation
Watchmen, movie, investigation
Bones (2005–2017)), movie, investigation
The Wolf of Wall Street, movie, investigation
Batman Begins, movie, investigation
Altered Carbon (2018–), movie, investigation
The X-Files (1993–), movie, investigation
The Silence of the Lambs, movie, investigation
Brightburn, movie, investigation
Law & Order (1990–2010)), movie, investigation
Justice League, movie, investigation
Mile 22, movie, investigation
The Hangover, movie, investigation
Halloween ), movie, investigation
The Dark Knight Rises, movie, investigation
Hawaii Five-0 (2010–), movie, investigation
The Departed, movie, investigation
It, movie, investigation
Baywatch, movie, investigation
The Mule, movie, investigation
The Good Wife (2009–2016)), movie, investigation
Annihilation, movie, investigation
Gone Girl, movie, investigation
The Nun, movie, investigation
Sacred Games (2018–), movie, investigation
Star Trek (1966–1969)), movie, investigation
Suspiria ), movie, investigation
Blindspot (2015–), movie, investigation
CSI: Crime Scene Investigation (2000–2015)), movie, investigation
Zodiac, movie, investigation
Avengers: Endgame, movie, kidnapping
The Handmaid's Tale (2017–), movie, kidnapping
Supernatural (2005–), movie, kidnapping
Spider-Man: Into the Spider-Verse, movie, kidnapping
It ), movie, kidnapping
Godzilla: King of the Monsters, movie, kidnapping
Fantastic Beasts: The Crimes of Grindelwald, movie, kidnapping
Thor: Ragnarok, movie, kidnapping
Avengers: Infinity War, movie, kidnapping
Blade Runner 2049, movie, kidnapping
Kidnapping Stella, movie, kidnapping
The Hitcher, movie, kidnapping
Aquaman, movie, kidnapping
The Dark Knight, movie, kidnapping
The Hateful Eight, movie, kidnapping
Suicide Squad, movie, kidnapping
Bad Times at the El Royale, movie, kidnapping
The Wolf of Wall Street, movie, kidnapping
Mission: Impossible - Fallout, movie, kidnapping
Narcos (2015–2017)), movie, kidnapping
Deadpool 2, movie, kidnapping
Black Panther, movie, kidnapping
Venom, movie, kidnapping
The Last Kingdom (2015–), movie, kidnapping
Overlord, movie, kidnapping
Power Rangers, movie, kidnapping
Get Out ), movie, kidnapping
Guardians of the Galaxy, movie, kidnapping
Batman Begins, movie, kidnapping
The Jungle Book, movie, kidnapping
Mad Max: Fury Road, movie, kidnapping
Inception, movie, kidnapping
The Spy Who Dumped Me, movie, kidnapping
Robin Hood, movie, kidnapping
The Silence of the Lambs, movie, kidnapping
Pretty Little Liars (2010–2017)), movie, kidnapping
Flesh+Blood, movie, kidnapping
Red Sparrow, movie, kidnapping
Ready Player One, movie, kidnapping
Justice League, movie, kidnapping
The OA (2016–), movie, kidnapping
Captain America: Civil War, movie, kidnapping
Cold Pursuit, movie, kidnapping
The Princess Bride, movie, kidnapping
The Hangover, movie, kidnapping
The Dark Knight Rises, movie, kidnapping
Village of the Giants, movie, kidnapping
Iron Man, movie, kidnapping
Baywatch, movie, kidnapping
Annihilation, movie, kidnapping
Game of Thrones (2011–2019)), movie, knight
Thor: Ragnarok, movie, knight
Ladyhawke, movie, knight
Justice League, movie, knight
Transformers: The Last Knight, movie, knight
Thor: The Dark World, movie, knight
Star Wars: Episode IV - A New Hope, movie, knight
Harry Potter and the Prisoner of Azkaban, movie, knight
Merlin (2008–2012)), movie, knight
Snow White and the Huntsman, movie, knight
The Mummy, movie, knight
A Knight's Tale, movie, knight
King Arthur: Legend of the Sword, movie, knight
Labyrinth, movie, knight
Outlaw King, movie, knight
Indiana Jones and the Last Crusade, movie, knight
Excalibur, movie, knight
Kingdom of Heaven, movie, knight
Shrek, movie, knight
Your Highness, movie, knight
The Hobbit: The Battle of the Five Armies, movie, knight
The Da Vinci Code, movie, knight
Highlander, movie, knight
Warcraft: The Beginning, movie, knight
Monty Python and the Holy Grail, movie, knight
National Treasure, movie, knight
"As Above\, So Below", movie, knight
King Arthur, movie, knight
Robin Hood, movie, knight
Shrek 2, movie, knight
Austin Powers in Goldmember, movie, knight
Seventh Son ), movie, knight
Robin Hood: Prince of Thieves, movie, knight
Assassin's Creed, movie, knight
Robin Hood: Men in Tights, movie, knight
Saint Seiya (1986–1989)), movie, knight
The Fisher King, movie, knight
Eragon, movie, knight
The Seventh Seal, movie, knight
Merlin, movie, knight
Westworld, movie, knight
Army of Darkness, movie, knight
Hotel Transylvania, movie, knight
Sleeping Beauty, movie, knight
Regular Show (2009–2017)), movie, knight
Galavant (2015–2016)), movie, knight
Cars 2, movie, knight
Reign of Fire, movie, knight
The Lion in Winter, movie, knight
Evil Dead II, movie, knight
Men in Black: International, movie, macguffin
Captain Marvel, movie, macguffin
Godzilla: King of the Monsters, movie, macguffin
Pulp Fiction, movie, macguffin
Avengers: Infinity War, movie, macguffin
Blade Runner 2049, movie, macguffin
Aquaman, movie, macguffin
Guardians of the Galaxy, movie, macguffin
The Spy Who Dumped Me, movie, macguffin
Ready Player One, movie, macguffin
Justice League, movie, macguffin
Mile 22, movie, macguffin
The Avengers, movie, macguffin
Léon: The Professional, movie, macguffin
Jumanji: Welcome to the Jungle, movie, macguffin
Mortal Engines, movie, macguffin
Valerian and the City of a Thousand Planets, movie, macguffin
Pirates of the Caribbean: Dead Men Tell No Tales, movie, macguffin
The Big Lebowski, movie, macguffin
Star Trek Beyond, movie, macguffin
The Girl in the Spider's Web, movie, macguffin
Batman v Superman: Dawn of Justice, movie, macguffin
Transformers, movie, macguffin
The Social Network, movie, macguffin
Furious 7, movie, macguffin
Atomic Blonde, movie, macguffin
Raiders of the Lost Ark, movie, macguffin
Star Wars: Episode VII - The Force Awakens, movie, macguffin
The Nice Guys, movie, macguffin
The Mummy, movie, macguffin
Mission: Impossible - Rogue Nation, movie, macguffin
Bright ), movie, macguffin
Masters of the Universe, movie, macguffin
Game Night ), movie, macguffin
Mission: Impossible III, movie, macguffin
Indiana Jones and the Temple of Doom, movie, macguffin
Law Abiding Citizen, movie, macguffin
Indiana Jones and the Last Crusade, movie, macguffin
Skyfall, movie, macguffin
Fast Five, movie, macguffin
Unlocked ), movie, macguffin
The Great Wall ), movie, macguffin
Kindergarten Cop, movie, macguffin
Prince of Persia: The Sands of Time, movie, macguffin
Skyscraper, movie, macguffin
RocknRolla, movie, macguffin
Children of Men, movie, macguffin
Central Intelligence, movie, macguffin
Casablanca, movie, macguffin
The Last Witch Hunter, movie, macguffin
The Office (2005–2013)), movie, mockumentary
Parks and Recreation (2009–2015)), movie, mockumentary
Modern Family (2009–), movie, mockumentary
What We Do in the Shadows (2019–), movie, mockumentary
Arrested Development (2003–), movie, mockumentary
Curb Your Enthusiasm (2000–), movie, mockumentary
Drop Dead Gorgeous, movie, mockumentary
What We Do in the Shadows, movie, mockumentary
Trailer Park Boys (2001–2018)), movie, mockumentary
The Office (2001–2003)), movie, mockumentary
Talladega Nights: The Ballad of Ricky Bobby, movie, mockumentary
District 9, movie, mockumentary
The Blair Witch Project, movie, mockumentary
Apollo 18, movie, mockumentary
Documentary Now! (2015–), movie, mockumentary
This Is Spinal Tap, movie, mockumentary
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan, movie, mockumentary
The Visit ), movie, mockumentary
The Hills (2006–2010)), movie, mockumentary
Paranormal Activity, movie, mockumentary
American Vandal (2017–2018)), movie, mockumentary
To Die For, movie, mockumentary
Popstar: Never Stop Never Stopping, movie, mockumentary
REC, movie, mockumentary
The Fourth Kind, movie, mockumentary
Best in Show, movie, mockumentary
Brüno, movie, mockumentary
Into the Storm, movie, mockumentary
I'm Still Here ), movie, mockumentary
Trollhunter, movie, mockumentary
Killing Gunther, movie, mockumentary
Team Thor, movie, mockumentary
Quarantine, movie, mockumentary
Tour de Pharmacy, movie, mockumentary
Paranormal Activity 2, movie, mockumentary
The Pyramid, movie, mockumentary
Surf's Up, movie, mockumentary
Operation Avalanche, movie, mockumentary
Waiting for Guffman, movie, mockumentary
The Taking of Deborah Logan, movie, mockumentary
The Poughkeepsie Tapes, movie, mockumentary
Laguna Beach: The Real Orange County (2004–2006)), movie, mockumentary
Grave Encounters, movie, mockumentary
Faces of Death, movie, mockumentary
Threads, movie, mockumentary
7 Days in Hell, movie, mockumentary
Hell House LLC, movie, mockumentary
Diary of the Dead, movie, mockumentary
Paranormal Activity 3, movie, mockumentary
What We Do in the Shadows: Interviews with Some Vampires, movie, mockumentary
Spider-Man: Far from Home, movie, monster
Avengers: Endgame, movie, monster
Supernatural (2005–), movie, monster
Spider-Man: Into the Spider-Verse, movie, monster
It ), movie, monster
Godzilla: King of the Monsters, movie, monster
Rick and Morty (2013–), movie, monster
Fantastic Beasts: The Crimes of Grindelwald, movie, monster
Swamp Thing, movie, monster
Thor: Ragnarok, movie, monster
Avengers: Infinity War, movie, monster
Doctor Who (2005–), movie, monster
Aquaman, movie, monster
Avatar, movie, monster
Suicide Squad, movie, monster
The NeverEnding Story, movie, monster
Harry Potter and the Sorcerer's Stone, movie, monster
Venom, movie, monster
Overlord, movie, monster
Power Rangers, movie, monster
The Hunger Games, movie, monster
"Love\, Death & Robots (2019–)", movie, monster
Buffy the Vampire Slayer (1997–2003)), movie, monster
A Quiet Place, movie, monster
Justice League, movie, monster
The Lord of the Rings: The Fellowship of the Ring, movie, monster
Alien, movie, monster
The Avengers, movie, monster
The Terror (2018–), movie, monster
It, movie, monster
Jurassic Park, movie, monster
Alien: Covenant, movie, monster
Annihilation, movie, monster
Teen Wolf (2011–2017)), movie, monster
Thor, movie, monster
Split ), movie, monster
Kong: Skull Island, movie, monster
Solo: A Star Wars Story, movie, monster
Guardians of the Galaxy Vol. 2, movie, monster
Beauty and the Beast, movie, monster
Suspiria ), movie, monster
Hellboy, movie, monster
Jurassic World: Fallen Kingdom, movie, monster
Valerian and the City of a Thousand Planets, movie, monster
Grimm (2011–2017)), movie, monster
The Lord of the Rings: The Return of the King, movie, monster
The Predator, movie, monster
Big Mouth (2017–), movie, monster
Jaws, movie, monster
Scott Pilgrim vs. the World, movie, monster
Once Upon a Time ... in Hollywood, movie, murder
Veronica Mars (2004–), movie, murder
Big Little Lies (2017–), movie, murder
Avengers: Endgame, movie, murder
The Lion King, movie, murder
Game of Thrones (2011–2019)), movie, murder
Orange Is the New Black (2013–2019)), movie, murder
The 100 (2014–), movie, murder
Breaking Bad (2008–2013)), movie, murder
Supernatural (2005–), movie, murder
Westworld (2016–), movie, murder
Spider-Man: Into the Spider-Verse, movie, murder
John Wick: Chapter 3 - Parabellum, movie, murder
Riverdale (2017–), movie, murder
It ), movie, murder
Blade Runner, movie, murder
Us, movie, murder
Inglourious Basterds, movie, murder
Criminal Minds (2005–), movie, murder
Godzilla: King of the Monsters, movie, murder
American Horror Story (2011–), movie, murder
The Flash (2014–), movie, murder
True Detective (2014–), movie, murder
Hereditary, movie, murder
Law & Order: Special Victims Unit (1999–), movie, murder
Pulp Fiction, movie, murder
Fantastic Beasts: The Crimes of Grindelwald, movie, murder
Carnival Row (2019–), movie, murder
The Sopranos (1999–2007)), movie, murder
The Blacklist (2013–), movie, murder
Mindhunter (2017–), movie, murder
Thor: Ragnarok, movie, murder
Avengers: Infinity War, movie, murder
Ladyhawke, movie, murder
Anna ), movie, murder
Midsomer Murders (1997–), movie, murder
Elementary (2012–), movie, murder
Sherlock (2010–), movie, murder
Fargo (2014–), movie, murder
A Simple Favor, movie, murder
Dexter (2006–2013)), movie, murder
Blade Runner 2049, movie, murder
"Extremely Wicked\, Shockingly Evil and Vile", movie, murder
Sons of Anarchy (2008–2014)), movie, murder
Prison Break (2005–2017)), movie, murder
The Hitcher, movie, murder
The Shawshank Redemption, movie, murder
Aquaman, movie, murder
The Dark Knight, movie, murder
The Hateful Eight, movie, murder
Children of Heaven, movie, neorealism
Bicycle Thieves, movie, neorealism
Belly, movie, neorealism
La Strada, movie, neorealism
The Nights of Cabiria, movie, neorealism
The Young and the Damned, movie, neorealism
"Rome\, Open City", movie, neorealism
I Vitelloni, movie, neorealism
Mamma Roma, movie, neorealism
Bitter Rice, movie, neorealism
Germany Year Zero, movie, neorealism
Umberto D., movie, neorealism
Stromboli, movie, neorealism
Il Bidone, movie, neorealism
Miracle in Milan, movie, neorealism
The Ciambra, movie, neorealism
Accattone, movie, neorealism
"The Boss\, Anatomy of a Crime", movie, neorealism
Paisan, movie, neorealism
Ossessione, movie, neorealism
My Voyage to Italy, movie, neorealism
La Terra Trema, movie, neorealism
The Grim Reaper, movie, neorealism
The Wounded Man, movie, neorealism
Los Angeles Plays Itself, movie, neorealism
Laws of Gravity, movie, neorealism
Love in the City, movie, neorealism
Chronicle of a Boy Alone, movie, neorealism
Insiang, movie, neorealism
Kaleidoscope, movie, neorealism
The Children Are Watching Us, movie, neorealism
Kinatay, movie, neorealism
Man of Iron, movie, neorealism
Times and Winds, movie, neorealism
Evolution of a Filipino Family, movie, neorealism
Nosotros los pobres, movie, neorealism
The Path of Hope, movie, neorealism
Midnight Dancers, movie, neorealism
Under the Olive Tree, movie, neorealism
Two Cents Worth of Hope, movie, neorealism
Un mundo maravilloso, movie, neorealism
Rome 11:00, movie, neorealism
Bronco Bullfrog, movie, neorealism
In the Name of the Law, movie, neorealism
La Ciudad (The City), movie, neorealism
The Happiest Place on Earth ), movie, neorealism
Mumbai's King, movie, neorealism
Days of Glory, movie, neorealism
The Quiet One, movie, neorealism
Pearblossom Hwy, movie, neorealism
John Wick: Chapter 3 - Parabellum, movie, ninja
Batman Begins, movie, ninja
Daredevil (2015–2018)), movie, ninja
Ready Player One, movie, ninja
Blind Fury, movie, ninja
Scott Pilgrim vs. the World, movie, ninja
The Last Samurai, movie, ninja
Iron Fist (2017–2018)), movie, ninja
Pineapple Express, movie, ninja
Naruto: Shippûden (2007–2017)), movie, ninja
Licence to Kill, movie, ninja
The Defenders, movie, ninja
G.I. Joe: The Rise of Cobra, movie, ninja
Elektra, movie, ninja
Mighty Morphin Power Rangers (1993–1999)), movie, ninja
Teenage Mutant Ninja Turtles, movie, ninja
Teenage Mutant Ninja Turtles: Out of the Shadows, movie, ninja
Sin City: A Dame to Kill For, movie, ninja
Naruto (2002–2007)), movie, ninja
Mortal Kombat, movie, ninja
Batman vs Teenage Mutant Ninja Turtles, movie, ninja
G.I. Joe: Retaliation, movie, ninja
